,source_iso2,outflux
0,AE,4299558.0
1,AF,18988.0
2,AG,45788.0
3,AL,179215.0
4,AM,130608.5
5,AO,45716.0
6,AR,204393.5
7,AT,1033975.5
8,AU,332939.0
9,AW,126158.5
10,AZ,122943.5
11,BA,82699.0
12,BB,80906.5
13,BD,392367.0
14,BE,1191938.0
15,BF,44466.5
16,BG,229072.5
17,BH,326529.0
18,BI,16098.0
19,BJ,45405.5
20,BL,18618.5
21,BM,26678.0
22,BN,10948.0
23,BO,45254.0
24,BQ,30933.0
25,BR,462133.5
26,BS,162892.5
27,BW,11002.0
28,BY,102664.5
29,BZ,38266.0
30,CA,1541634.0
31,CD,65790.0
32,CF,11364.5
33,CG,26414.5
34,CH,1555829.0
35,CI,124765.0
36,CK,3171.0
37,CL,218101.0
38,CM,67836.5
39,CN,485304.5
40,CO,606391.5
41,CR,237280.0
42,CU,82544.0
43,CV,46929.5
44,CW,67701.0
45,CY,475585.0
46,CZ,383719.5
47,DE,5683014.5
48,DJ,28850.0
49,DK,1030551.0
50,DM,6586.0
51,DO,646035.5
52,DZ,108792.5
53,EC,166411.5
54,EE,117164.0
55,EG,1287176.5
56,ER,13174.0
57,ES,5146365.0
58,ET,449001.5
59,FI,455658.0
60,FJ,19207.5
61,FO,19464.0
62,FR,4233102.0
63,GA,21161.0
64,GB,5947932.0
65,GD,16556.0
66,GE,157398.0
67,GF,22951.0
68,GH,139551.0
69,GI,14898.0
70,GL,5489.0
71,GM,37412.0
72,GN,42013.5
73,GP,91797.0
74,GQ,7263.5
75,GR,783150.5
76,GT,147302.0
77,GU,34337.0
78,GW,9002.0
79,GY,33755.0
80,HK,706313.0
81,HN,99945.0
82,HR,129711.0
83,HT,46338.0
84,HU,497717.0
85,ID,193239.0
86,IE,1104368.5
87,IL,649600.0
88,IN,1673899.0
89,IQ,308695.5
90,IR,289618.0
91,IS,180536.0
92,IT,3485038.5
93,JM,252423.0
94,JO,350365.5
95,JP,699849.0
96,KE,243580.5
97,KG,132601.0
98,KH,28936.0
99,KM,12411.0
100,KN,8270.0
101,KR,531908.0
102,KW,473220.0
103,KY,8793.0
104,KZ,157287.0
105,LA,4239.0
106,LB,277795.0
107,LC,33715.5
108,LK,278896.5
109,LR,25211.0
110,LT,223048.0
111,LU,170503.5
112,LV,275747.5
113,LY,45506.0
114,MA,848166.5
115,MD,96951.0
116,ME,64559.5
117,MF,11388.0
118,MG,10540.5
119,MK,74071.0
120,ML,70051.5
121,MM,15951.0
122,MN,7762.0
123,MO,60245.0
124,MP,8221.0
125,MQ,71482.0
126,MR,27908.0
127,MT,228562.5
128,MU,114568.0
129,MV,287704.0
130,MW,20487.0
131,MX,2432405.5
132,MY,263329.5
133,MZ,24475.0
134,NA,26446.0
135,NC,8316.0
136,NE,34627.0
137,NG,182534.5
138,NI,33948.0
139,NL,2449295.5
140,NO,696219.5
141,NP,141351.0
142,NZ,64633.0
143,OM,292874.5
144,PA,642303.5
145,PE,276437.5
146,PF,21111.0
147,PG,12624.0
148,PH,413362.5
149,PK,626037.0
150,PL,1401904.5
151,PR,491654.0
152,PT,1594217.5
153,PY,30300.0
154,QA,1541171.0
155,RE,108112.5
156,RO,758711.0
157,RS,311763.5
158,RU,1796406.5
159,RW,73254.0
160,SA,1419359.0
161,SC,50317.0
162,SD,143827.0
163,SE,860235.5
164,SG,779927.5
165,SI,33180.0
166,SK,54099.0
167,SL,24260.0
168,SN,141981.5
169,SO,32138.5
170,SR,15810.0
171,SS,19129.0
172,ST,5872.0
173,SV,208437.5
174,SX,69417.5
175,SY,38946.0
176,TC,68189.0
177,TD,18024.0
178,TG,67601.0
179,TH,470060.5
180,TJ,114220.0
181,TL,6664.0
182,TM,1940.5
183,TN,247537.5
184,TR,3197309.0
185,TT,34228.0
186,TW,320851.0
187,TZ,137720.5
188,UA,783745.0
189,UG,98898.5
190,US,8093314.5
191,UY,50760.0
192,UZ,220039.5
193,VC,8554.0
194,VE,63252.0
195,VG,12037.5
196,VI,93809.0
197,VN,273158.0
198,YE,20989.0
199,YT,16342.0
200,ZA,344822.5
201,ZM,61015.0
202,ZW,73208.5
