BOO SSJ {'flux': 35283.0}
BOO LCY {'flux': 121439.0}
BOO LKN {'flux': 119393.0}
BOO SKN {'flux': 1655.0}
BOO LPA {'flux': 2018.0}
BOO AYT {'flux': 11488.0}
YCD YYC {'flux': 1422315.0}
SLA MCZ {'flux': 296215.0}
SLA IQQ {'flux': 693744.0}
SLA AEP {'flux': 23885.0}
PDG KUL {'flux': 269898.0}
PDG BTH {'flux': 208.0}
PDG KNO {'flux': 10605.0}
PDG CGK {'flux': 6047.0}
AZO ORD {'flux': 193.0}
ABV LHR {'flux': 261317.0}
ABV CAI {'flux': 640345.0}
ABV BNI {'flux': 34973.0}
ABV COO {'flux': 133652.0}
ABV ADD {'flux': 28888.0}
ABV DXB {'flux': 21521.0}
RJK LHR {'flux': 31873.0}
RJK STN {'flux': 55076.0}
RJK BRN {'flux': 26963.0}
RJK STR {'flux': 212001.0}
RJK GDN {'flux': 34733.0}
KJA DME {'flux': 2176.0}
KJA SKD {'flux': 185065.0}
KJA NZH {'flux': 28646.0}
KJA OMS {'flux': 13233.0}
KJA NMA {'flux': 140233.0}
KJA ABA {'flux': 601.0}
KJA AAQ {'flux': 18881.0}
KJA TSE {'flux': 5635.0}
KJA DXB {'flux': 12132.0}
KJA TOF {'flux': 24193.0}
KJA UUD {'flux': 75862.0}
KJA HRB {'flux': 88432.0}
KJA SVO {'flux': 123613.0}
KJA LBD {'flux': 9979.0}
SAP MEX {'flux': 34440.0}
SAP TGU {'flux': 29937.0}
SAP SJO {'flux': 53273.0}
RST ORD {'flux': 31379.0}
HEL LHR {'flux': 4889.0}
HEL ICN {'flux': 19860.0}
HEL RMI {'flux': 3483.0}
HEL KEF {'flux': 14643.0}
HEL CFU {'flux': 13107.0}
HEL HER {'flux': 158726.0}
HEL JTR {'flux': 85694.0}
HEL CEE {'flux': 3983.0}
HEL INN {'flux': 86631.0}
HEL ZRH {'flux': 124.0}
HEL SMI {'flux': 5740.0}
HEL IVL {'flux': 7554.0}
HEL CUN {'flux': 140347.0}
HEL NRT {'flux': 37787.0}
HEL CTA {'flux': 215942.0}
HEL BUD {'flux': 65195.0}
HEL HRG {'flux': 58803.0}
HEL ORD {'flux': 8485.0}
HEL BJV {'flux': 11563.0}
HEL NGO {'flux': 50449.0}
HEL DXB {'flux': 11815.0}
HEL DEL {'flux': 133318.0}
HEL MXP {'flux': 14579.0}
HEL KGS {'flux': 202373.0}
HEL PMI {'flux': 200.0}
HEL ACE {'flux': 168080.0}
HEL AGP {'flux': 58319.0}
HEL LPA {'flux': 11256.0}
HEL SVO {'flux': 239977.0}
HEL MUC {'flux': 20233.0}
HEL AYT {'flux': 349.0}
KIM CPT {'flux': 94547.0}
BHE AKL {'flux': 202815.0}
ACA MEX {'flux': 1442.0}
ACA MTY {'flux': 65131.0}
ACA ZIH {'flux': 297860.0}
LHR DME {'flux': 1272945.0}
LHR KUL {'flux': 6228.0}
LHR PHL {'flux': 10322.0}
LHR BHX {'flux': 1834.0}
LHR YYC {'flux': 133417.0}
LHR MEX {'flux': 168507.0}
LHR KWI {'flux': 2139.0}
LHR BLR {'flux': 142807.0}
LHR ICN {'flux': 95331.0}
LHR KEF {'flux': 113747.0}
LHR CPT {'flux': 43418.0}
LHR CAI {'flux': 13432.0}
LHR HND {'flux': 151352.0}
LHR LYS {'flux': 29779.0}
LHR IBZ {'flux': 1552.0}
LHR SNN {'flux': 126843.0}
LHR ZRH {'flux': 1405.0}
LHR NCL {'flux': 14385.0}
LHR RUH {'flux': 415440.0}
LHR TIP {'flux': 34225.0}
LHR YYT {'flux': 1177.0}
LHR PSA {'flux': 15263.0}
LHR BWI {'flux': 10849.0}
LHR NRT {'flux': 19806.0}
LHR CMB {'flux': 16037.0}
LHR LCA {'flux': 7905.0}
